index,c_office_type_node_id,c_tts_node_id,c_office_type_desc,c_office_type_desc_chn,c_parent_id
962,161510,161510,[not yet translated],上京城隍使司,1615
963,161511,161511,[not yet translated],東京渤海承奉官,1615
964,161512,161512,[not yet translated],遼陽大都督府,1615
965,161513,161513,[not yet translated],東京安撫使司,1615
966,161514,161514,[not yet translated],東京軍巡院,1615
967,161515,161515,[not yet translated],中京文思院,1615
968,161516,161516,[not yet translated],中京路按問使司,1615
969,161517,161517,[not yet translated],中京巡邏使司,1615
970,161518,161518,[not yet translated],中京大內都部署司,1615
971,161519,161519,[not yet translated],南京宣徽院,1615
972,161520,161520,[not yet translated],南京處置使司,1615
973,161521,161521,[not yet translated],南京侍衛親軍馬步軍都指揮使司,1615
974,161522,161522,[not yet translated],南京侍衛親軍馬軍都指揮使司,1615
975,161523,161523,[not yet translated],南京侍衛親軍步軍都指揮使司,1615
976,161524,161524,[not yet translated],南京栗園司,1615
977,161525,161525,[not yet translated],雲州宣諭招撫使司,1615
978,1616,1616,[not yet translated],南面大蕃府官,16
979,161601,161601,[not yet translated],黃龍府,1616
980,161602,161602,[not yet translated],黃龍府學,1616
981,161603,161603,[not yet translated],興中府,1616
982,161604,161604,[not yet translated],興中府學,1616
983,1617,1617,[not yet translated],南面方州官,16
984,161701,161701,[not yet translated],節度使,1617
985,16170101,16170101,[not yet translated],某馬步軍都指揮使司,161701
986,16170102,16170102,[not yet translated],某馬軍指揮使司,161701
987,16170103,16170103,[not yet translated],某步軍指揮使司,161701
988,161702,161702,[not yet translated],觀察使,1617
989,16170201,16170201,[not yet translated],州學,161702
990,161703,161703,[not yet translated],團練使,1617
991,16170301,16170301,[not yet translated],州學,161703
992,161704,161704,[not yet translated],東京道,1617
993,161705,161705,[not yet translated],防禦使,1617
994,16170501,16170501,[not yet translated],州學,161705
995,161706,161706,[not yet translated],州刺史,1617
996,16170601,16170601,[not yet translated],州學,161706
997,161707,161707,[not yet translated],縣職名總目,1617
998,16170701,16170701,[not yet translated],縣學,161707
999,1618,1618,[not yet translated],南面分司官,16
1000,1619,1619,[not yet translated],南面財賦官,16
1001,1620,1620,[not yet translated],南面軍官,16
1002,162001,162001,[not yet translated],點檢司,1620
1003,162002,162002,[not yet translated],殿前都點檢司,1620
1004,162003,162003,[not yet translated],點檢侍衛親軍馬步司,1620
1005,162004,162004,[not yet translated],諸指揮使司,1620
1006,162005,162005,[not yet translated],諸軍都團練,1620
1007,162006,162006,[not yet translated],諸軍兵馬都總管府,1620
1008,1621,1621,[not yet translated],南面邊防官,16
1009,162101,162101,[not yet translated],西南面招安使司,1621
1010,162102,162102,[not yet translated],巡檢使司,1621
1011,162103,162103,[not yet translated],五州都總管府,1621
1012,162104,162104,[not yet translated],山後五州都管司,1621
1013,162105,162105,[not yet translated],五州制置使司,1621
1014,162106,162106,[not yet translated],三州處置使司,1621
1015,18,18,Yuan Dynasty,元朝,0
1016,1801,1801,[not yet translated],皇室家政機構類,18
1017,180101,180101,[not yet translated],帝后門,1801
1018,18010101,18010101,[not yet translated],中政院,180101
1019,1801010101,1801010101,[not yet translated],本官司,18010101
1020,1801010102,1801010102,[not yet translated],中瑞司,18010101
1021,180101010201,180101010201,[not yet translated],尚工署,1801010102
1022,18010101020101,18010101020101,[not yet translated],玉列赤局,180101010201
1023,180101010202,180101010202,[not yet translated],贊儀署,1801010102
1024,180101010203,180101010203,[not yet translated],六盤山等處怯憐口民匠都提舉司,1801010102
1025,1801010103,1801010103,[not yet translated],翊正司,18010101
1026,180101010301,180101010301,[not yet translated],上都等處諸色人匠提舉司,1801010103
1027,180101010302,180101010302,[not yet translated],隨路打捕鷹房納綿等戶提舉司,1801010103
1028,180101010303,180101010303,[not yet translated],歸德亳州等處管民提領所,1801010103
1029,1801010104,1801010104,[not yet translated],典飲局,18010101
1030,1801010105,1801010105,[not yet translated],大都等路打捕民匠等戶總管府,18010101
1031,180101010501,180101010501,[not yet translated],在京提舉司,1801010105
1032,180101010502,180101010502,[not yet translated],大都等路打捕民匠等戶總管府-提舉司,1801010105
1033,180101010503,180101010503,[not yet translated],大都等路打捕民匠等戶總管府-提領所,1801010105
1034,1801010106,1801010106,[not yet translated],管領諸路打捕鷹房民匠等戶總管府,18010101
1035,1801010107,1801010107,[not yet translated],江浙等處財賦都總管府,18010101
1036,180101010701,180101010701,[not yet translated],江浙等處財賦都總管府-提舉司,1801010107
1037,180101010702,180101010702,[not yet translated],豐盈庫,1801010107
1038,180101010703,180101010703,[not yet translated],江浙等處財賦都總管府-織染局,1801010107
1039,1801010108,1801010108,[not yet translated],種田打捕鷹房民匠等戶萬戶府,18010101
1040,180101010801,180101010801,[not yet translated],大名等處種田諸色戶總管府,1801010108
1041,180101010802,180101010802,[not yet translated],本投下大都等處諸色戶計都達魯花赤,1801010108
1042,180101010803,180101010803,[not yet translated],大都河間等路打捕鷹房總管府,1801010108
1043,180101010804,180101010804,[not yet translated],東平等路管民官,1801010108
1044,180101010805,180101010805,[not yet translated],大名等路宣撫司、燕京路管民千戶所,1801010108
1045,180101010806,180101010806,[not yet translated],曹州等處本投下民戶提領所,1801010108
1046,1801010109,1801010109,[not yet translated],鷹房諸色人匠怯憐口萬戶府,18010101
1047,180101010901,180101010901,[not yet translated],鷹房諸色人匠怯憐口萬戶府-鎮撫司,1801010109
1048,180101010902,180101010902,[not yet translated],打捕鷹房怯憐口千戶所,1801010109
1049,180101010903,180101010903,[not yet translated],諸色人匠怯憐口千戶所,1801010109
1050,180101010904,180101010904,[not yet translated],肇州等處女直千戶所,1801010109
1051,180101010905,180101010905,[not yet translated],朵因溫都兒兀良哈千戶所,1801010109
1052,180101010906,180101010906,[not yet translated],灰亦兒等處怯憐口千戶所,1801010109
1053,180101010907,180101010907,[not yet translated],開元等處怯憐口千戶所,1801010109
1054,180101010908,180101010908,[not yet translated],古州等處怯憐口千戶所,1801010109
1055,180101010909,180101010909,[not yet translated],瀋陽等處怯憐口千戶所,1801010109
1056,180101010910,180101010910,[not yet translated],遼陽等處怯憐口千戶所,1801010109
1057,180101010911,180101010911,[not yet translated],蓋州等處怯憐口千戶所,1801010109
1058,180101010912,180101010912,[not yet translated],幹盤等處怯憐口千戶所,1801010109
1059,1801010110,1801010110,[not yet translated],遼陽等處金銀鐵冶都提舉司,18010101
1060,1801010111,1801010111,[not yet translated],本位下怯憐口隨路諸色民匠打捕鷹房都總管府,18010101
1061,1801010113,1801010113,[not yet translated],寶昌庫,18010101
1062,1801010114,1801010114,[not yet translated],金銀場提領所,18010101
1063,1801010115,1801010115,[not yet translated],鐵冶管勾所,18010101
1064,1801010116,1801010116,[not yet translated],奉宸庫,18010101
1065,1801010117,1801010117,[not yet translated],廣禧庫,18010101
1066,1801010118,1801010118,[not yet translated],諸路怯憐口民匠都總管府,18010101
1067,180101011801,180101011801,[not yet translated],各處管民提領所,1801010118
1068,180101011802,180101011802,[not yet translated],諸路怯憐口民匠都總管府-織染局,1801010118
1069,180101011803,180101011803,[not yet translated],諸路怯憐口民匠都總管府-雜造局,1801010118
1070,180101011804,180101011804,[not yet translated],弘州衣錦院,1801010118
1071,180101011805,180101011805,[not yet translated],豐州毛子局,1801010118
1072,180101011806,180101011806,[not yet translated],縉山毛子旋匠局,1801010118
1073,180101011807,180101011807,[not yet translated],徐邳提舉司,1801010118
1074,180101011808,180101011808,[not yet translated],廣備庫,1801010118
1075,1801010119,1801010119,[not yet translated],江淮等處財賦都總管府,18010101
1076,180101011901,180101011901,[not yet translated],儲用庫,1801010119
1077,180101011902,180101011902,[not yet translated],織染局,1801010119
1078,180101011903,180101011903,[not yet translated],財賦提舉司,1801010119
1079,18010101190301,18010101190301,[not yet translated],安慶等處河泊所,180101011903
1080,180101011904,180101011904,[not yet translated],建康等處財賦提舉司,1801010119
1081,180101011905,180101011905,[not yet translated],建康織染局,1801010119
1082,180101011906,180101011906,[not yet translated],黃池織染局,1801010119
1083,180101011907,180101011907,[not yet translated],建康等處三湖河泊所,1801010119
1084,180101011908,180101011908,[not yet translated],池州等處河泊所,1801010119
1085,180101011909,180101011909,[not yet translated],平江等處財賦提舉司,1801010119
1086,180101011910,180101011910,[not yet translated],杭州等處財賦提舉司,1801010119
1087,180101011911,180101011911,[not yet translated],陝西等處毛子匠提舉司,1801010119
1088,18010102,18010102,[not yet translated],資正院（后至元年間）,180101
1089,1801010201,1801010201,[not yet translated],本官司,18010102
1090,1801010202,1801010202,[not yet translated],資正院-昭功萬戶都總使司,18010102
1091,180101020201,180101020201,[not yet translated],宮相都總管府,1801010202
1092,180101020202,180101020202,[not yet translated],織染雜造人匠都總管府,1801010202
1093,180101020203,180101020203,[not yet translated],資正院昭功萬戶都總使司-織染局,1801010202
1094,180101020204,180101020204,[not yet translated],綾錦局,1801010202
1095,180101020205,180101020205,[not yet translated],紋錦局,1801010202
1096,180101020206,180101020206,[not yet translated],昭功萬戶都總使司-中山局,1801010202
1097,180101020207,180101020207,[not yet translated],真定局,1801010202
1098,180101020208,180101020208,[not yet translated],納失失局,1801010202
1099,180101020209,180101020209,[not yet translated],大名織染雜造兩提舉司,1801010202
1100,180101020210,180101020210,[not yet translated],供用庫,1801010202
1101,18010103,18010103,[not yet translated],崇政院,180101
1102,18010104,18010104,[not yet translated],徽政院,180101
1103,1801010401,1801010401,[not yet translated],本官司,18010104
1104,1801010402,1801010402,[not yet translated],掌謁司,18010104
1105,1801010403,1801010403,[not yet translated],甄用監,18010104
1106,1801010404,1801010404,[not yet translated],延福司,18010104
1107,1801010405,1801010405,[not yet translated],章慶使司,18010104
1108,1801010406,1801010406,[not yet translated],奉徽庫,18010104
1109,1801010407,1801010407,[not yet translated],壽和署,18010104
1110,1801010408,1801010408,[not yet translated],上都掌設署,18010104
1111,1801010409,1801010409,[not yet translated],掌醫監,18010104
1112,1801010410,1801010410,[not yet translated],修合司藥正司,18010104
1113,1801010411,1801010411,[not yet translated],行篋司藥局,18010104
1114,1801010412,1801010412,[not yet translated],徽政院-廣濟提舉司,18010104
1115,1801010413,1801010413,[not yet translated],群牧監,18010104
1116,1801010414,1801010414,[not yet translated],掌儀署,18010104
1117,1801010415,1801010415,[not yet translated],上都掌儀署,18010104
1118,1801010416,1801010416,[not yet translated],江西財賦提舉司,18010104
1119,1801010417,1801010417,[not yet translated],徽政院-織染局,18010104
1120,1801010418,1801010418,[not yet translated],桑落娥眉洲管民提領所,18010104
1121,1801010419,1801010419,[not yet translated],封郭等洲管民提領所,18010104
1122,1801010420,1801010420,[not yet translated],龍興打捕提領所,18010104
1123,1801010421,1801010421,[not yet translated],鄂州等處民戶水陸事產提舉司,18010104
1124,1801010422,1801010422,[not yet translated],瑞州上高縣戶計長官司,18010104
1125,1801010423,1801010423,[not yet translated],大都等路打捕鷹房臙粉人戶總管府,18010104
1126,1801010424,1801010424,[not yet translated],內宰司,18010104
1127,180101042401,180101042401,[not yet translated],典膳署,1801010424
1128,18010104240101,18010104240101,[not yet translated],洪濟鎮,180101042401
1129,180101042402,180101042402,[not yet translated],柴炭局,1801010424
1130,180101042403,180101042403,[not yet translated],藏珍、文成、供須三庫,1801010424
1131,180101042406,180101042406,[not yet translated],提舉備用庫,1801010424
1132,180101042407,180101042407,[not yet translated],嘉醞局,1801010424
1133,180101042408,180101042408,[not yet translated],西山煤窯場,1801010424
1134,180101042409,180101042409,[not yet translated],保定等路打捕提領所,1801010424
1135,180101042410,180101042410,[not yet translated],廣平彰德課麥提領所,1801010424
1136,180101042411,180101042411,[not yet translated],廣惠庫,1801010424
1137,180101042412,180101042412,[not yet translated],豊裕倉,1801010424
1138,180101042413,180101042413,[not yet translated],備物庫,1801010424
1139,180102,180102,[not yet translated],斡耳朵與投下分封機構門,1801
1140,18010201,18010201,[not yet translated],太祖斡耳朵諸總管府,180102
1141,18010202,18010202,[not yet translated],隨路諸色民匠打捕鷹房都總管府,180102
1142,18010203,18010203,[not yet translated],保定等路阿哈探馬兒諸色人匠總管府,180102
1143,1801020301,1801020301,[not yet translated],曹州東平等路民匠提舉司,18010203
1144,1801020302,1801020302,[not yet translated],大都納綿提舉司,18010203
1145,1801020303,1801020303,[not yet translated],上都大都奉聖州長官司,18010203
1146,1801020304,1801020304,[not yet translated],保定織染局,18010203
1147,1801020305,1801020305,[not yet translated],豐州捏只局,18010203
1148,18010204,18010204,[not yet translated],打捕鷹房民匠達魯花赤總管府,180102
1149,1801020401,1801020401,[not yet translated],口子迤北長官司,18010204
1150,1801020402,1801020402,[not yet translated],隨路諸色民匠達魯花赤等官,18010204
1151,1801020403,1801020403,[not yet translated],隨路打捕納綿民匠長官司,18010204
1152,1801020404,1801020404,[not yet translated],某處民匠提舉司,18010204
1153,1801020405,1801020405,[not yet translated],涿州成錦局人匠提舉司,18010204
1154,1801020407,1801020407,[not yet translated],長官司,18010204
1155,1801020408,1801020408,[not yet translated],河間臨邑等處軍民長官司,18010204
1156,18010205,18010205,[not yet translated],隨路諸色民匠打捕鷹房等戶總管府,180102
1157,1801020501,1801020501,[not yet translated],某處民匠異錦局,18010205
1158,1801020502,1801020502,[not yet translated],上用織染局,18010205
1159,1801020503,1801020503,[not yet translated],上都大都麴米等長官司,18010205
1160,1801020504,1801020504,[not yet translated],彰德等處長官司,18010205
1161,1801020505,1801020505,[not yet translated],上都大都等處長官司,18010205
1162,1801020506,1801020506,[not yet translated],泰安等處長官司,18010205
1163,1801020507,1801020507,[not yet translated],曹州等處長官司,18010205
1164,18010206,18010206,[not yet translated],隨路打捕鷹房諸色民匠怯憐口總管府,180102
1165,1801020601,1801020601,[not yet translated],大都上都打捕鷹房納米麥提舉司,18010206
1166,1801020602,1801020602,[not yet translated],大都涿州織染提舉司,18010206
1167,1801020603,1801020603,[not yet translated],河間路清州人匠提舉司,18010206
1168,18010207,18010207,[not yet translated],長信寺,180102
1169,1801020701,1801020701,[not yet translated],長信寺-怯憐口諸色人匠提舉司,18010207
1170,1801020702,1801020702,[not yet translated],長信寺-大都鐵局,18010207
1171,1801020703,1801020703,[not yet translated],長信寺-上都鐵局,18010207
1172,18010208,18010208,[not yet translated],長慶寺,180102
1173,18010209,18010209,[not yet translated],長秋寺,180102
1174,18010210,18010210,[not yet translated],長秋寺怯憐口諸色人匠提舉司,180102
1175,18010211,18010211,[not yet translated],承徽寺,180102
1176,1801021101,1801021101,[not yet translated],承徽寺-怯憐口諸色人匠提舉司,18010211
1177,18010212,18010212,[not yet translated],長寧寺,180102
1178,18010213,18010213,[not yet translated],寧徽寺,180102
1179,18010214,18010214,[not yet translated],延徽寺,180102
1180,18010215,18010215,[not yet translated],泉府院,180102
1181,180103,180103,[not yet translated],皇太子與東宮官門,1801
1182,18010301,18010301,[not yet translated],詹事院,180103
1183,1801030101,1801030101,[not yet translated],本官司,18010301
1184,1801030102,1801030102,[not yet translated],詹事院-家令司,18010301
1185,1801030103,1801030103,[not yet translated],詹事院-府正司,18010301
1186,1801030104,1801030104,[not yet translated],詹事院-典寶監,18010301
1187,1801030105,1801030105,[not yet translated],儀衛司,18010301
1188,1801030106,1801030106,[not yet translated],典藏庫,18010301
1189,18010302,18010302,[not yet translated],儲政院（天歷后）,180103
1190,1801030201,1801030201,[not yet translated],本官司,18010302
1191,1801030202,1801030202,[not yet translated],家令司,18010302
1192,1801030203,1801030203,[not yet translated],典幄署,18010302
1193,1801030204,1801030204,[not yet translated],府正司,18010302
1194,1801030205,1801030205,[not yet translated],資武庫,18010302
1195,1801030206,1801030206,[not yet translated],驥用庫,18010302
1196,1801030207,1801030207,[not yet translated],延慶司,18010302
1197,1801030208,1801030208,[not yet translated],典用監,18010302
1198,1801030209,1801030209,[not yet translated],典醫監,18010302
1199,180103020901,180103020901,[not yet translated],儲政院-廣濟提舉司,1801030209
1200,180103020902,180103020902,[not yet translated],行典藥局,1801030209
1201,180103020903,180103020903,[not yet translated],典藥局,1801030209
1202,1801030210,1801030210,[not yet translated],典牧監,18010302
1203,1801030211,1801030211,[not yet translated],儲膳司,18010302
1204,1801030212,1801030212,[not yet translated],儲政院-典寶監,18010302
1205,1801030213,1801030213,[not yet translated],管領怯憐口諸色民匠都總管府,18010302
1206,180103021301,180103021301,[not yet translated],本官司,1801030213
1207,180103021302,180103021302,[not yet translated],某處怯憐口諸色人匠提舉司,1801030213
1208,180103021304,180103021304,[not yet translated],典製局,1801030213
1209,180103021305,180103021305,[not yet translated],典設署,1801030213
1210,180103021306,180103021306,[not yet translated],怯憐口諸色民匠都總管府-雜造人匠提舉司,1801030213
1211,180103021307,180103021307,[not yet translated],怯憐口諸色民匠都總管府-雜造局,1801030213
1212,1801030214,1801030214,[not yet translated],隨路諸色人匠都總管府,18010302
1213,180103021401,180103021401,[not yet translated],本官司,1801030214
1214,180103021402,180103021402,[not yet translated],上都諸色民匠提舉司,1801030214
1215,180103021403,180103021403,[not yet translated],金銀器盒局,1801030214
1216,180103021404,180103021404,[not yet translated],染局,1801030214
1217,180103021405,180103021405,[not yet translated],隨路諸色人匠都總管府-雜造局,1801030214
1218,180103021406,180103021406,[not yet translated],隨路諸色人匠都總管府-泥瓦局,1801030214
1219,180103021407,180103021407,[not yet translated],鐵局,1801030214
1220,180103021408,180103021408,[not yet translated],上都葫蘆局,1801030214
1221,180103021409,180103021409,[not yet translated],隨路諸色人匠都總管府-器物局,1801030214
1222,180103021410,180103021410,[not yet translated],砑金局,1801030214
1223,180103021411,180103021411,[not yet translated],鞍子局,1801030214
1224,180103021412,180103021412,[not yet translated],雲州管納色提領所,1801030214
1225,180103021413,180103021413,[not yet translated],大都等路諸色人匠提舉司,1801030214
1226,18010302141301,18010302141301,[not yet translated],雙線局,180103021413
1227,18010302141302,18010302141302,[not yet translated],大小木局,180103021413
1228,18010302141303,18010302141303,[not yet translated],盒缽局,180103021413
1229,18010302141304,18010302141304,[not yet translated],管銅局,180103021413
1230,18010302141305,18010302141305,[not yet translated],筋局,180103021413
1231,18010302141306,18010302141306,[not yet translated],鎖兒局,180103021413
1232,18010302141307,18010302141307,[not yet translated],粧釘局,180103021413
1233,18010302141308,18010302141308,[not yet translated],雕木局,180103021413
1234,180103021414,180103021414,[not yet translated],成製提舉司,1801030214
1235,180103021415,180103021415,[not yet translated],上都大都貂鼠軟皮等局提領所,1801030214
1236,18010302141501,18010302141501,[not yet translated],大都軟皮局,180103021415
1237,18010302141502,18010302141502,[not yet translated],上都大都貂鼠軟皮等局提領所-斜皮局,180103021415
1238,18010302141503,18010302141503,[not yet translated],上都軟皮局,180103021415
1239,18010302141504,18010302141504,[not yet translated],牛皮局,180103021415
1240,18010302141505,18010302141505,[not yet translated],上都大都貂鼠軟皮等局提領所-金絲子局,180103021415
1241,18010302141506,18010302141506,[not yet translated],畫油局,180103021415
1242,18010302141507,18010302141507,[not yet translated],氈局,180103021415
1243,18010302141508,18010302141508,[not yet translated],材木庫,180103021415
1244,180103021416,180103021416,[not yet translated],大都奧魯提領所,1801030214
1245,180103021417,180103021417,[not yet translated],上都奧魯提領所,1801030214
1246,180103021418,180103021418,[not yet translated],上都異樣毛子局,1801030214
1247,180103021419,180103021419,[not yet translated],隨路諸色人匠都總管府-上都氈局,1801030214
1248,180103021420,180103021420,[not yet translated],上都斜皮等局,1801030214
1249,180103021421,180103021421,[not yet translated],蔚州定安等處山場採木提領所,1801030214
1250,180103021422,180103021422,[not yet translated],上都隆興等路雜造鞍子局,1801030214
1251,180103021423,180103021423,[not yet translated],真定路冀州雜造局,1801030214
1252,180103021424,180103021424,[not yet translated],珠翠局,1801030214
1253,1801030215,1801030215,[not yet translated],汴梁等路管民總管府,18010302
1254,180103021501,180103021501,[not yet translated],汴梁等路管民總管府-常盈庫,1801030215
1255,180103021502,180103021502,[not yet translated],汴梁等路管民總管府-提領所,1801030215
1256,180103021503,180103021503,[not yet translated],管佃提領所,1801030215
1257,1801030216,1801030216,[not yet translated],本投下大都等路怯憐口民匠總管府,18010302
1258,180103021601,180103021601,[not yet translated],織染提舉司,1801030216
1259,180103021602,180103021602,[not yet translated],管民提領所,1801030216
1260,180103021603,180103021603,[not yet translated],管地提領所,1801030216
1261,1801030218,1801030218,[not yet translated],諸路打捕鷹房納綿等戶總管府,18010302
1262,180103021801,180103021801,[not yet translated],上都等處打捕鷹房納綿等戶大使司,1801030218
1263,180103021802,180103021802,[not yet translated],打捕鷹房納綿等戶提領所,1801030218
1264,180103021814,180103021814,[not yet translated],稻田提領所,1801030218
1265,180103021824,180103021824,[not yet translated],廣衍庫,1801030218
1266,180103021825,180103021825,[not yet translated],滑山炭場所,1801030218
1267,1801030219,1801030219,[not yet translated],儲政院-昭功萬戶都總使司,18010302
1268,180103021901,180103021901,[not yet translated],繕工司,1801030219
1269,18010302190101,18010302190101,[not yet translated],金玉珠翠提舉司,180103021901
1270,18010302190102,18010302190102,[not yet translated],大都織染提舉司,180103021901
1271,18010302190103,18010302190103,[not yet translated],大都雜造提舉司,180103021901
1272,18010302190104,18010302190104,[not yet translated],富昌庫,180103021901
1273,180104,180104,[not yet translated],公主與駙馬門,1801
1274,18010401,18010401,[not yet translated],公主與駙馬-王傅府,180104
1275,180105,180105,[not yet translated],宗王府與王傅官門,1801
1276,18010501,18010501,[not yet translated],宗王府與王傅官-王傅府,180105
1277,18010502,18010502,[not yet translated],王相府,180105
1278,18010503,18010503,[not yet translated],內史府,180105
1279,1801050301,1801050301,[not yet translated],本官司,18010503
1280,1801050302,1801050302,[not yet translated],內史府-延慶司,18010503
1281,1801050303,1801050303,[not yet translated],內史府-斷事官廳,18010503
1282,1801050304,1801050304,[not yet translated],典軍司,18010503
1283,180106,180106,[not yet translated],宮廷服務機構門,1801
1284,18010601,18010601,[not yet translated],侍正府,180106
1285,1801060101,1801060101,[not yet translated],本官司,18010601
1286,1801060102,1801060102,[not yet translated],奉御二十四員,18010601
1287,18010602,18010602,[not yet translated],宣徽院,180106
1288,1801060201,1801060201,[not yet translated],本官司,18010602
1289,1801060202,1801060202,[not yet translated],光祿寺,18010602
1290,1801060203,1801060203,[not yet translated],大都尚飲局,18010602
1291,1801060204,1801060204,[not yet translated],上都尚飲局,18010602
1292,1801060205,1801060205,[not yet translated],大都尚醞局,18010602
1293,1801060206,1801060206,[not yet translated],上都尚醞局,18010602
1294,1801060207,1801060207,[not yet translated],大都醴源倉,18010602
1295,1801060208,1801060208,[not yet translated],上都醴源倉,18010602
1296,1801060209,1801060209,[not yet translated],尚珍署,18010602
1297,1801060210,1801060210,[not yet translated],安豐懷遠等處稻田提領所,18010602
1298,1801060211,1801060211,[not yet translated],尚舍寺,18010602
1299,1801060212,1801060212,[not yet translated],宣徽院-諸物庫,18010602
1300,1801060213,1801060213,[not yet translated],闌遺監,18010602
1301,1801060214,1801060214,[not yet translated],尚食局,18010602
1302,1801060215,1801060215,[not yet translated],大都生料庫,18010602
1303,1801060216,1801060216,[not yet translated],上都生料庫,18010602
1304,1801060217,1801060217,[not yet translated],大都太倉、上都太倉,18010602
1305,1801060218,1801060218,[not yet translated],大都、上都柴炭局,18010602
1306,1801060219,1801060219,[not yet translated],尚牧所,18010602
1307,1801060220,1801060220,[not yet translated],沙糖局,18010602
1308,1801060221,1801060221,[not yet translated],永備倉,18010602
1309,1801060222,1801060222,[not yet translated],豐儲倉,18010602
1310,1801060223,1801060223,[not yet translated],淮東淮西屯田打捕總管府,18010602
1311,180106022301,180106022301,[not yet translated],屯田打捕提舉司,1801060223
1312,180106022302,180106022302,[not yet translated],抽分場提領所,1801060223
1313,180106022303,180106022303,[not yet translated],滿浦倉,1801060223
1314,180106022304,180106022304,[not yet translated],圓米棋子局、軟皮局,1801060223
1315,180106022305,180106022305,[not yet translated],手號軍人打捕千戶所,1801060223
1316,180106022306,180106022306,[not yet translated],龍慶栽種提舉司,1801060223
1317,180106022307,180106022307,[not yet translated],弘州種田提舉司,1801060223
1318,180106022308,180106022308,[not yet translated],豐閏署,1801060223
1319,180106022309,180106022309,[not yet translated],常湖等處茶園都提舉司,1801060223
1320,180106022310,180106022310,[not yet translated],某處打捕提舉司,1801060223
1321,180106022311,180106022311,[not yet translated],某處山場屯田提舉司,1801060223
1322,18010603,18010603,[not yet translated],太僕寺,180106
1323,18010604,18010604,[not yet translated],尚乘寺,180106
1324,1801060401,1801060401,[not yet translated],資乘庫,18010604
1325,1802,1802,[not yet translated],宰執官類,18
1326,180201,180201,[not yet translated],宰相門,1802
1327,18020101,18020101,[not yet translated],中書右丞相,180201
1328,18020102,18020102,[not yet translated],中書左丞相,180201
1329,18020103,18020103,[not yet translated],中書平章政事,180201
1330,180202,180202,[not yet translated],執政門,1802
1331,18020201,18020201,[not yet translated],中書右丞,180202
1332,18020202,18020202,[not yet translated],中書左丞,180202
1333,18020203,18020203,[not yet translated],中書參知政事,180202
1334,1803,1803,[not yet translated],中樞機構類,18
1335,180301,180301,[not yet translated],三公門,1803
1336,18030101,18030101,[not yet translated],太師府,180301
1337,18030102,18030102,[not yet translated],太傅府,180301
1338,18030103,18030103,[not yet translated],太保府,180301
1339,180302,180302,[not yet translated],中書省門,1803
1340,18030201,18030201,[not yet translated],參議府,180302
1341,18030202,18030202,[not yet translated],中書省-斷事官廳,180302
1342,18030203,18030203,[not yet translated],左司,180302
1343,18030204,18030204,[not yet translated],右司,180302
1344,180303,180303,[not yet translated],中書省宰相僚屬門,1803
1345,18030301,18030301,[not yet translated],中書省-客省使,180303
1346,18030302,18030302,[not yet translated],檢校廳,180303
1347,18030303,18030303,[not yet translated],架閣庫、承發司,180303
1348,18030304,18030304,[not yet translated],其他僚屬,180303
1349,18030305,18030305,[not yet translated],中書省六部門 (籠統),180303
1350,180304,180304,[not yet translated],中書省六部門,1803
1351,18030401,18030401,[not yet translated],吏部,180304
1352,1803040101,1803040101,[not yet translated],本官司,18030401
1353,18030402,18030402,[not yet translated],戶部,180304
1354,1803040201,1803040201,[not yet translated],本官司,18030402
1355,1803040202,1803040202,[not yet translated],都提舉萬億寶源庫,18030402
1356,1803040203,1803040203,[not yet translated],都提舉萬億廣源庫,18030402
1357,1803040204,1803040204,[not yet translated],都提舉萬億綺源庫,18030402
1358,1803040205,1803040205,[not yet translated],都提舉萬億賦源庫,18030402
1359,1803040206,1803040206,[not yet translated],四庫照磨兼架閣庫,18030402
1360,1803040207,1803040207,[not yet translated],提舉富寧庫,18030402
1361,1803040208,1803040208,[not yet translated],諸路寶鈔都提舉司,18030402
1362,1803040209,1803040209,[not yet translated],寶鈔總庫,18030402
1363,1803040210,1803040210,[not yet translated],印造寶鈔庫,18030402
1364,1803040211,1803040211,[not yet translated],燒鈔東西二庫,18030402
1365,1803040212,1803040212,[not yet translated],行用六庫,18030402
1366,1803040213,1803040213,[not yet translated],大都宣課提舉司,18030402
1367,1803040214,1803040214,[not yet translated],大都酒課提舉司,18030402
1368,1803040215,1803040215,[not yet translated],抄紙坊,18030402
1369,1803040216,1803040216,[not yet translated],印造鹽茶等引局,18030402
1370,1803040217,1803040217,[not yet translated],京畿都漕運使司,18030402
1371,180304021701,180304021701,[not yet translated],新運糧提舉司,1803040217
1372,180304021702,180304021702,[not yet translated],京師二十二倉,1803040217
1373,180304021703,180304021703,[not yet translated],通惠河運糧千戶所,1803040217
1374,1803040218,1803040218,[not yet translated],都漕運使司,18030402
1375,180304021801,180304021801,[not yet translated],河西務十四倉,1803040218
1376,180304021802,180304021802,[not yet translated],通州十三倉,1803040218
1377,180304021803,180304021803,[not yet translated],直沽廣通倉,1803040218
1378,180304021804,180304021804,[not yet translated],滎陽等綱,1803040218
1379,1803040219,1803040219,[not yet translated],檀景等處採金鐵冶都提舉司,18030402
1380,1803040220,1803040220,[not yet translated],大都河間等路都轉運鹽使司,18030402
1381,1803040221,1803040221,[not yet translated],某處轉運鹽使司,18030402
1382,18030403,18030403,[not yet translated],禮部,180304
